Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
213,10,19.07355361,18.72383643,19.30493162,19.46446249,16.29940147,,10.91810898,10.91810898,0.786385484,8.56544662,1.21E-08
214,7,18.88758804,18.54057195,19.1171548,19.27458342,16.13335688,,10.81770103,10.81770103,0.770313385,8.398762246,1.05E-08
215,6,18.7042849,18.35993975,18.9320621,19.08742219,15.96976,,10.71867815,10.71867815,0.754629487,8.235580604,9.15E-09
216,1,18.52359402,18.18189008,18.749603,18.90292763,15.80856372,,10.62101492,10.62101492,0.739322943,8.075821117,0.000000008
217,12,18.34546641,18.00637438,18.56972817,18.72104975,15.64972201,,10.5246865,10.5246865,0.724383253,7.919405257,6.92E-09
218,6,18.16985422,17.8333452,18.39238941,18.54173973,15.49318997,,10.42966864,10.42966864,0.709800247,7.766256495,0.000000006
219,8,17.99671068,17.66275622,18.21753965,18.36494986,15.33892372,,10.3359376,10.3359376,0.695564078,7.616300239,5.23E-09
220,14,17.82599013,17.49456215,18.04513288,18.19063353,15.18688043,,10.2434702,10.2434702,0.681665205,7.469463778,4.55E-09
221,7,17.65764793,17.32871876,17.87512417,18.01874522,15.03701825,,10.15224379,10.15224379,0.66809439,7.325676235,0.000000004
222,6,17.49164048,17.16518284,17.70746959,17.84924042,14.88929632,,10.06223619,10.06223619,0.654842677,7.184868511,3.44E-09
223,3,17.32792516,17.00391215,17.54212622,17.68207565,14.74367471,,9.973425754,9.973425754,0.641901393,7.046973236,0.000000003
224,3,17.1664603,16.84486539,17.37905211,17.51720839,14.60011441,,9.885791287,9.885791287,0.629262129,6.911924722,2.60E-09
225,9,17.00720519,16.68800224,17.21820623,17.3545971,14.4585773,,9.799312075,9.799312075,0.616916738,6.779658914,2.26E-09
226,10,16.85012002,16.53328324,17.0595485,17.19420115,14.31902613,,9.713967854,9.713967854,0.604857321,6.650113348,0.000000002
227,7,16.69516587,16.38066982,16.90303973,17.03598084,14.18142452,,9.629738805,9.629738805,0.593076221,6.523227106,1.71E-09
228,7,16.54230468,16.2301243,16.74864156,16.87989732,14.04573686,,9.546605539,9.546605539,0.581566014,6.39894077,1.48E-09
229,6,16.39149925,16.0816098,16.59631654,16.72591262,13.9119284,,9.464549087,9.464549087,0.570319501,6.277196387,1.29E-09
230,4,16.24271316,15.93509026,16.44602798,16.5739896,13.77996511,,9.383550891,9.383550891,0.5593297,6.157937423,1.12E-09
231,0,16.09591084,15.79053043,16.29774005,16.42409194,13.64981378,,9.30359279,9.30359279,0.548589839,6.041108731,0.000000001
232,5,15.95105745,15.64789581,16.15141765,16.2761841,13.52144187,,9.224657011,9.224657011,0.53809335,5.926656506,8.47E-10
233,4,15.80811894,15.50715267,16.00702649,16.13023132,13.39481763,,9.146726162,9.146726162,0.52783386,5.814528253,7.37E-10
234,6,15.66706197,15.368268,15.86453299,15.98619958,13.26990995,,9.069783217,9.069783217,0.517805187,5.704672752,6.40E-10
235,6,15.52785395,15.2312095,15.7239043,15.84405562,13.14668843,,8.993811511,8.993811511,0.508001331,5.597040022,5.57E-10
236,3,15.39046296,15.09594559,15.58510828,15.70376686,13.02512334,,8.918794729,8.918794729,0.498416469,5.491581288,4.84E-10
237,5,15.25485778,14.96244532,15.44811348,15.56530144,12.90518558,,8.844716899,8.844716899,0.489044951,5.38824895,4.21E-10
238,4,15.12100785,14.83067845,15.31288909,15.42862817,12.78684668,,8.771562379,8.771562379,0.479881291,5.28699655,3.66E-10
239,2,14.98888325,14.70061535,15.179405,15.29371652,12.6700788,,8.699315854,8.699315854,0.470920163,5.187778743,3.18E-10
240,4,14.85845471,14.57222703,15.04763169,15.1605366,12.55485468,,8.627962326,8.627962326,0.462156397,5.090551267,2.77E-10
241,9,14.72969354,14.44548511,14.91754028,15.02905916,12.44114766,,8.557487104,8.557487104,0.453584974,4.995270915,2.40E-10
242,10,14.6025717,14.3203618,14.78910251,14.89925554,12.32893163,,8.4878758,8.4878758,0.445201018,4.901895506,2.09E-10
243,5,14.4770617,14.19682989,14.66229067,14.77109771,12.21818104,,8.419114319,8.419114319,0.436999793,4.810383858,1.82E-10
244,5,14.35313662,14.07486275,14.53707766,14.64455819,12.10887089,,8.351188852,8.351188852,0.428976702,4.720695765,1.58E-10
245,4,14.23077011,13.95443429,14.41343692,14.51961009,12.0009767,,8.284085872,8.284085872,0.421127275,4.632791967,1.37E-10
246,4,14.10993637,13.83551895,14.29134244,14.39622705,11.8944745,,8.217792122,8.217792122,0.413447174,4.546634129,1.19E-10
247,4,13.9906101,13.71809172,14.17076875,14.27438328,11.78934081,,8.152294613,8.152294613,0.40593218,4.462184814,1.04E-10
248,6,13.87276655,13.60212808,14.0516909,14.15405349,11.68555266,,8.087580616,8.087580616,0.398578195,4.379407464,9.03E-11
249,2,13.75638145,13.48760402,13.93408443,14.03521292,11.58308754,,8.023637656,8.023637656,0.391381238,4.298266373,7.85E-11
250,5,13.64143103,13.37449602,13.81792541,13.91783732,11.48192342,,7.960453503,7.960453503,0.384337438,4.218726665,6.82E-11
251,7,13.527892,13.26278103,13.70319034,13.80190289,11.38203869,,7.898016173,7.898016173,0.377443032,4.140754279,5.93E-11
252,3,13.41574155,13.15243647,13.58985625,13.68738636,11.28341222,,7.836313914,7.836313914,0.370694364,4.06431594,5.16E-11
253,3,13.3049573,13.0434402,13.47790059,13.57426489,11.1860233,,7.775335208,7.775335208,0.364087876,3.989379143,4.48E-11
254,4,13.19551734,12.93577054,13.36730128,13.46251611,11.08985161,,7.71506876,7.71506876,0.357620113,3.915912135,3.90E-11
255,4,13.08740019,12.82940624,13.25803665,13.35211809,10.99487729,,7.655503495,7.655503495,0.351287713,3.843883893,3.39E-11
256,5,12.98058479,12.72432646,13.1500855,13.24304933,10.90108085,,7.596628552,7.596628552,0.345087406,3.773264105,2.95E-11
257,6,12.87505049,12.62051078,13.04342703,13.13528876,10.80844318,,7.538433282,7.538433282,0.339016012,3.704023157,2.56E-11
258,8,12.77077707,12.51793917,12.93804082,13.02881572,10.71694559,,7.480907239,7.480907239,0.333070439,3.636132108,2.23E-11
259,5,12.66774467,12.41659202,12.8339069,12.92360997,10.62656974,,7.424040179,7.424040179,0.327247679,3.569562681,1.94E-11
260,7,12.56593385,12.31645008,12.73100565,12.81965164,10.53729764,,7.36782205,7.36782205,0.321544804,3.504287239,1.68E-11
261,7,12.46532553,12.21749448,12.62931784,12.71692125,10.44911167,,7.312242995,7.312242995,0.315958966,3.440278776,1.46E-11
262,4,12.36590101,12.11970671,12.52882463,12.61539971,10.36199458,,7.257293342,7.257293342,0.310487395,3.377510895,1.27E-11
263,4,12.26764193,12.02306864,12.42950751,12.5150683,10.27592941,,7.202963602,7.202963602,0.305127395,3.315957798,1.11E-11
264,6,12.1705303,11.92756246,12.33134836,12.41590864,10.19089956,,7.149244463,7.149244463,0.29987634,3.255594267,9.61E-12
265,5,12.07454848,11.83317072,12.23432938,12.3179027,10.10688877,,7.096126789,7.096126789,0.294731677,3.196395653,8.36E-12
266,5,11.97967915,11.7398763,12.13843312,12.22103283,10.02388105,,7.043601615,7.043601615,0.28969092,3.13833786,7.27E-12
267,1,11.88590532,11.6476624,12.04364247,12.12528168,9.941860762,,6.99166014,6.99166014,0.284751647,3.081397332,6.32E-12
268,3,11.79321033,11.55651254,11.94994061,12.03063223,9.860812542,,6.940293728,6.940293728,0.279911503,3.025551041,5.49E-12
269,2,11.70157784,11.46641056,11.85731108,11.93706779,9.780721332,,6.889493903,6.889493903,0.275168194,2.97077647,4.77E-12
270,8,11.6109918,11.3773406,11.7657377,11.84457199,9.701572358,,6.839252344,6.839252344,0.270519484,2.917051606,4.15E-12
271,5,11.52143646,11.28928709,11.67520461,11.75312875,9.623351131,,6.78956088,6.78956088,0.2659632,2.864354925,3.61E-12
272,7,11.43289639,11.20223475,11.58569622,11.66272231,9.546043433,,6.740411493,6.740411493,0.261497221,2.812665379,3.14E-12
273,4,11.34535641,11.1161686,11.49719725,11.57333718,9.469635316,,6.691796309,6.691796309,0.257119484,2.761962387,2.73E-12
274,7,11.25880165,11.03107393,11.40969271,11.48495816,9.394113095,,6.643707597,6.643707597,0.25282798,2.712225821,2.37E-12
275,4,11.17321749,10.94693629,11.32316786,11.39757035,9.319463343,,6.596137765,6.596137765,0.248620749,2.663435999,2.06E-12
276,3,11.08858961,10.86374152,11.23760825,11.31115911,9.245672881,,6.549079357,6.549079357,0.244495884,2.615573669,1.79E-12
277,5,11.00490392,10.78147569,11.15299969,11.22571006,9.172728777,,6.502525052,6.502525052,0.240451525,2.568620004,1.56E-12
278,4,10.92214661,10.70012515,11.06932825,11.1412091,9.100618341,,6.45646766,6.45646766,0.236485863,2.522556587,1.35E-12
279,5,10.8403041,10.61967649,10.98658025,11.05764237,9.029329114,,6.410900117,6.410900117,0.232597131,2.477365407,1.18E-12
280,3,10.75936308,10.54011654,10.90474225,10.97499626,8.95884887,,6.365815485,6.365815485,0.22878361,2.433028842,1.02E-12
281,5,10.67931046,10.46143238,10.82380106,10.89325743,8.889165606,,6.321206951,6.321206951,0.225043622,2.389529658,8.90E-13
282,5,10.6001334,10.38361129,10.74374374,10.81241276,8.820267537,,6.277067817,6.277067817,0.221375535,2.346850991,7.74E-13
283,4,10.52181928,10.30664083,10.66455755,10.73244935,8.752143097,,6.233391507,6.233391507,0.217777754,2.304976346,6.73E-13
284,4,10.4443557,10.23050874,10.58623002,10.65335457,8.684780926,,6.190171558,6.190171558,0.214248728,2.263889584,5.85E-13
285,1,10.3677305,10.15520299,10.50874886,10.57511598,8.618169873,,6.14740162,6.14740162,0.210786941,2.223574915,5.09E-13
286,6,10.29193173,10.08071178,10.43210202,10.49772138,8.552298986,,6.105075452,6.105075452,0.207390918,2.184016889,4.42E-13
287,3,10.21694764,10.0070235,10.35627766,10.42115878,8.487157512,,6.063186923,6.063186923,0.20405922,2.14520039,3.84E-13
288,7,10.14276668,9.934126753,10.28126415,10.3454164,8.422734888,,6.021730006,6.021730006,0.200790441,2.107110624,3.34E-13
289,1,10.06937754,9.862010337,10.20705005,10.27048265,8.359020742,,5.980698778,5.980698778,0.197583214,2.069733118,2.91E-13
290,5,9.996769067,9.790663251,10.13362414,10.19634618,8.296004886,,5.940087419,5.940087419,0.194436204,2.033053705,2.53E-13
291,2,9.924930325,9.720074687,10.06097539,10.12299581,8.233677312,,5.899890205,5.899890205,0.191348107,1.997058522,2.20E-13
292,12,9.853850562,9.650234023,9.989092939,10.05042057,8.172028191,,5.860101512,5.860101512,0.188317653,1.961734004,1.91E-13
293,3,9.783519212,9.581130821,9.917966148,9.978609651,8.111047864,,5.820715811,5.820715811,0.185343603,1.927066872,1.66E-13
294,3,9.713925891,9.512754825,9.847584541,9.907552465,8.050726844,,5.781727664,5.781727664,0.182424748,1.893044129,1.44E-13
295,1,9.645060395,9.445095955,9.777937826,9.837238589,7.99105581,,5.743131728,5.743131728,0.179559907,1.859653056,1.25E-13
296,3,9.576912693,9.378144303,9.709015889,9.76765778,7.932025602,,5.704922748,5.704922748,0.17674793,1.826881201,1.09E-13
297,2,9.509472927,9.311890133,9.640808786,9.698799972,7.873627221,,5.667095555,5.667095555,0.173987693,1.794716376,9.48E-14
298,3,9.442731407,9.246323873,9.573306745,9.630655269,7.815851822,,5.62964507,5.62964507,0.1712781,1.763146651,8.24E-14
299,6,9.376678605,9.181436114,9.506500157,9.563213943,7.758690715,,5.592566294,5.592566294,0.16861808,1.732160346,7.17E-14
300,2,9.311305158,9.117217609,9.440379577,9.496466431,7.702135358,,5.555854315,5.555854315,0.16600659,1.701746026,6.23E-14
301,7,9.246601856,9.053659263,9.374935719,9.430403331,7.646177356,,5.519504299,5.519504299,0.163442609,1.671892499,5.42E-14
302,5,9.182559648,8.990752138,9.310159451,9.365015398,7.590808458,,5.483511492,5.483511492,0.160925143,1.642588803,4.71E-14
303,2,9.119169632,8.928487443,9.246041796,9.300293542,7.536020552,,5.447871219,5.447871219,0.15845322,1.61382421,4.09E-14
304,4,9.056423055,8.866856537,9.182573926,9.236228827,7.481805666,,5.41257888,5.41257888,0.156025891,1.585588212,3.56E-14
305,8,8.994311312,8.80585092,9.119747159,9.172812462,7.428155962,,5.377629951,5.377629951,0.153642231,1.557870522,3.09E-14
306,0,8.932825937,8.745462235,9.057552957,9.110035804,7.375063733,,5.343019981,5.343019981,0.151301334,1.530661068,2.69E-14
307,3,8.871958606,8.685682263,8.995982925,9.047890352,7.322521404,,5.30874459,5.30874459,0.149002318,1.503949984,2.34E-14
308,0,8.811701133,8.626502921,8.935028803,8.986367745,7.270521526,,5.274799471,5.274799471,0.14674432,1.477727612,2.03E-14
309,3,8.752045463,8.567916258,8.874682469,8.925459761,7.219056773,,5.241180383,5.241180383,0.144526498,1.451984493,1.77E-14
310,2,8.692983677,8.509914456,8.814935933,8.865158309,7.168119944,,5.207883156,5.207883156,0.142348028,1.426711361,1.54E-14
311,1,8.634507982,8.452489822,8.755781333,8.805455434,7.117703955,,5.174903684,5.174903684,0.140208108,1.401899145,1.34E-14
312,0,8.576610713,8.395634789,8.69721094,8.746343306,7.06780184,,5.142237928,5.142237928,0.138105951,1.377538959,1.16E-14
313,3,8.519284331,8.339341914,8.639217145,8.687814227,7.01840675,,5.109881913,5.109881913,0.136040792,1.353622099,1.01E-14
314,5,8.462521415,8.283603874,8.581792464,8.629860619,6.969511945,,5.077831727,5.077831727,0.134011881,1.330140042,8.78E-15
315,2,8.406314667,8.228413464,8.524929534,8.572475027,6.921110799,,5.046083517,5.046083517,0.132018485,1.307084437,7.63E-15
316,1,8.350656904,8.173763595,8.468621109,8.515650118,6.873196792,,5.014633494,5.014633494,0.13005989,1.284447107,6.64E-15
317,3,8.29554106,8.119647292,8.41286006,8.459378674,6.825763511,,4.983477927,4.983477927,0.128135395,1.262220039,5.77E-15
318,3,8.24096018,8.066057692,8.35763937,8.403653594,6.778804648,,4.952613143,4.952613143,0.126244319,1.240395387,5.02E-15
319,0,8.18690742,8.012988039,8.302952136,8.348467887,6.732313995,,4.922035526,4.922035526,0.124385993,1.218965461,4.36E-15
320,6,8.133376045,7.960431688,8.248791562,8.293814676,6.686285446,,4.891741518,4.891741518,0.122559764,1.19792273,3.79E-15
321,1,8.080359427,7.908382097,8.195150961,8.239687191,6.640712994,,4.861727612,4.861727612,0.120764996,1.177259816,3.30E-15
322,4,8.027851042,7.856832828,8.142023749,8.186078769,6.595590725,,4.83199036,4.83199036,0.119001064,1.156969489,2.87E-15
323,4,7.975844467,7.805777543,8.089403449,8.132982852,6.550912824,,4.802526363,4.802526363,0.117267358,1.137044667,2.49E-15
324,0,7.924333382,7.755210007,8.037283682,8.080392984,6.506673566,,4.773332277,4.773332277,0.115563284,1.11747841,2.17E-15
325,2,7.873311564,7.705124078,7.985658171,8.028302812,6.462867317,,4.744404807,4.744404807,0.113888258,1.09826392,1.88E-15
326,0,7.822772888,7.655513713,7.934520735,7.976706078,6.419488534,,4.715740708,4.715740708,0.112241712,1.079394534,1.64E-15
327,3,7.772711324,7.606372963,7.883865288,7.925596624,6.376531758,,4.687336788,4.687336788,0.110623087,1.060863723,1.42E-15
328,2,7.723120934,7.557695969,7.833685842,7.874968387,6.333991621,,4.659189897,4.659189897,0.10903184,1.042665091,1.24E-15
329,3,7.673995873,7.509476965,7.783976497,7.824815397,6.291862836,,4.631296939,4.631296939,0.107467437,1.024792369,1.08E-15
330,4,7.625330385,7.461710272,7.734731446,7.775131776,6.250140199,,4.603654861,4.603654861,0.105929359,1.007239415,9.35E-16
331,0,7.577118804,7.414390299,7.68594497,7.725911735,6.208818588,,4.576260655,4.576260655,0.104417095,0.990000209,8.13E-16
332,2,7.529355549,7.367511542,7.637611439,7.677149576,6.167892961,,4.549111361,4.549111361,0.102930148,0.973068849,7.07E-16
333,3,7.482035123,7.321068579,7.589725305,7.628839686,6.127358353,,4.522204061,4.522204061,0.101468029,0.956439556,6.15E-16
334,4,7.435152116,7.275056072,7.54228111,7.580976537,6.087209877,,4.495535882,4.495535882,0.100030263,0.940106662,5.34E-16
335,1,7.388701196,7.229468763,7.495273473,7.533554686,6.047442721,,4.46910399,4.46910399,0.098616383,0.924064612,4.64E-16
336,0,7.342677116,7.184301473,7.448697097,7.486568771,6.008052147,,4.442905598,4.442905598,0.097225932,0.908307964,4.04E-16
337,0,7.297074703,7.139549105,7.402546765,7.440013512,5.969033489,,4.416937957,4.416937957,0.095858465,0.892831382,3.51E-16
338,0,7.251888866,7.095206634,7.356817337,7.393883707,5.930382154,,4.391198358,4.391198358,0.094513544,0.877629635,3.05E-16
339,3,7.207114588,7.051269113,7.311503751,7.348174234,5.892093617,,4.365684133,4.365684133,0.093190742,0.862697597,2.65E-16
340,6,7.162746928,7.007731668,7.26660102,7.302880044,5.854163424,,4.340392652,4.340392652,0.091889641,0.848030243,2.31E-16
341,5,7.118781017,6.964589499,7.22210423,7.257996167,5.816587186,,4.315321325,4.315321325,0.090609832,0.833622647,2.01E-16
342,2,7.07521206,6.921837877,7.178008543,7.213517704,5.779360582,,4.290467597,4.290467597,0.089350914,0.81946998,1.74E-16
343,1,7.032035332,6.879472141,7.13430919,7.16943983,5.742479356,,4.265828953,4.265828953,0.088112495,0.805567509,1.52E-16
344,2,6.989246178,6.837487701,7.091001472,7.12575779,5.705939316,,4.241402912,4.241402912,0.086894191,0.791910591,1.32E-16
345,1,6.946840012,6.795880036,7.048080761,7.0824669,5.669736331,,4.217187029,4.217187029,0.085695628,0.778494678,1.15E-16
346,1,6.904812314,6.754644688,7.005542496,7.039562545,5.633866335,,4.193178895,4.193178895,0.084516437,0.765315308,9.96E-17
347,1,6.863158632,6.713777267,6.963382182,6.997040176,5.59832532,,4.169376134,4.169376134,0.083356258,0.752368108,8.66E-17
348,0,6.821874577,6.673273447,6.92159539,6.954895311,5.563109338,,4.145776406,4.145776406,0.082214739,0.739648791,7.53E-17
349,1,6.780955825,6.633128963,6.880177756,6.913123534,5.5282145,,4.122377404,4.122377404,0.081091536,0.727153152,6.55E-17
350,1,6.740398114,6.593339614,6.839124979,6.871720493,5.493636975,,4.099176851,4.099176851,0.07998631,0.714877069,5.69E-17
351,1,6.700197246,6.55390126,6.798432818,6.830681897,5.459372986,,4.076172504,4.076172504,0.078898731,0.702816499,4.95E-17
352,4,6.66034908,6.514809819,6.758097098,6.79000352,5.425418815,,4.053362154,4.053362154,0.077828476,0.690967481,4.30E-17
353,0,6.620849537,6.476061271,6.718113698,6.749681194,5.391770795,,4.030743619,4.030743619,0.076775226,0.679326126,3.74E-17
354,0,6.581694596,6.437651649,6.678478561,6.709710812,5.358425315,,4.00831475,4.00831475,0.075738672,0.667888625,3.25E-17
355,1,6.542880292,6.399577048,6.639187686,6.670088326,5.325378815,,3.986073428,3.986073428,0.074718509,0.656651239,2.83E-17
356,2,6.504402719,6.361833616,6.600237128,6.630809745,5.292627788,,3.964017562,3.964017562,0.073714441,0.645610305,2.46E-17
