Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
213,1,1.219770438,1.202146656,1.228066864,1.042998011,1.041300861,,1.654833773,2.283856988,0.701866874,0.590143486,0.000841076
214,1,1.206060386,1.188465189,1.214291208,1.030104394,1.028372627,,1.641263251,2.267266909,0.691451793,0.576122475,0.000785808
215,0,1.192564946,1.174999611,1.200730896,1.017425676,1.015660186,,1.627866505,2.250873845,0.681229622,0.562445596,0.000734173
216,0,1.179279819,1.161745574,1.187381618,1.004957359,1.003159021,,1.614640516,2.234674555,0.671196057,0.549104049,0.00068593
217,1,1.166200812,1.148698838,1.174239172,0.992695058,0.990864729,,1.601582334,2.218665869,0.661346907,0.536089274,0.000640857
218,0,1.153323833,1.135855264,1.161299455,0.980634501,0.978773016,,1.58868907,2.20284468,0.651678091,0.523392937,0.000598746
219,1,1.140644888,1.123210815,1.148558465,0.968771518,0.966879697,,1.575957898,2.187207948,0.642185631,0.51100693,0.000559402
220,2,1.128160082,1.110761552,1.136012295,0.957102047,0.955180689,,1.563386056,2.171752693,0.632865656,0.498923363,0.000522644
221,0,1.11586561,1.098503629,1.123657132,0.945622123,0.943672011,,1.550970838,2.156476,0.623714391,0.487134554,0.000488301
222,2,1.103757759,1.086433293,1.111489253,0.93432788,0.93234978,,1.538709598,2.141375012,0.614728159,0.475633028,0.000456214
223,4,1.091832905,1.07454688,1.099505025,0.923215546,0.921210208,,1.526599745,2.126446929,0.605903379,0.464411507,0.000426236
224,1,1.080087508,1.062840814,1.0877009,0.912281443,0.910249598,,1.514638743,2.11168901,0.597236558,0.453462909,0.000398228
225,1,1.068518112,1.051311601,1.076073412,0.901521979,0.899464345,,1.502824111,2.097098568,0.588724292,0.442780338,0.000372061
226,0,1.057121342,1.039955832,1.064619177,0.890933653,0.888850929,,1.491153419,2.082672972,0.580363266,0.432357081,0.000347612
227,0,1.045893902,1.028770177,1.053334892,0.880513046,0.878405919,,1.479624288,2.06840964,0.572150246,0.422186603,0.000324771
228,2,1.034832573,1.017751382,1.042217327,0.870256821,0.86812596,,1.468234388,2.054306047,0.564082078,0.412262541,0.00030343
229,3,1.023934208,1.00689627,1.03126333,0.860161721,0.858007783,,1.456981438,2.040359712,0.556155689,0.4025787,0.000283491
230,2,1.013195737,0.996201738,1.020469819,0.850224568,0.848048194,,1.445863205,2.026568209,0.548368081,0.393129049,0.000264863
231,0,1.002614155,0.985664754,1.009833784,0.840442256,0.838244075,,1.4348775,2.012929156,0.540716332,0.383907714,0.000247459
232,3,0.99218653,0.975282354,0.999352284,0.830811757,0.828592382,,1.42402218,1.999440218,0.533197589,0.374908976,0.000231198
233,2,0.981909994,0.965051645,0.989022444,0.82133011,0.819090142,,1.413295146,1.986099107,0.525809073,0.366127265,0.000216006
234,0,0.971781747,0.954969796,0.978841455,0.811994426,0.809734453,,1.40269434,1.972903579,0.51854807,0.357557159,0.000201812
235,1,0.961799049,0.945034043,0.96880657,0.802801883,0.800522479,,1.392217748,1.959851434,0.511411933,0.349193374,0.000188551
236,0,0.951959222,0.935241683,0.958915104,0.793749723,0.791451451,,1.381863394,1.946940512,0.504398081,0.341030766,0.000176161
237,0,0.942259651,0.925590075,0.949164433,0.784835253,0.782518664,,1.371629344,1.934168698,0.497503993,0.333064326,0.000164586
238,0,0.932697775,0.916076635,0.939551992,0.776055844,0.773721475,,1.3615137,1.921533914,0.490727211,0.325289173,0.000153771
239,0,0.923271094,0.906698838,0.93007527,0.767408923,0.765057301,,1.351514604,1.909034125,0.484065335,0.317700553,0.000143666
240,1,0.91397716,0.897454215,0.920731815,0.758891979,0.75652362,,1.341630235,1.896667332,0.477516023,0.310293838,0.000134226
241,0,0.90481358,0.888340352,0.911519227,0.750502559,0.748117967,,1.331858804,1.884431574,0.471076988,0.303064516,0.000125406
242,2,0.895778014,0.879354888,0.902435157,0.742238263,0.73983793,,1.322198563,1.872324928,0.464745999,0.296008195,0.000117166
243,0,0.886868173,0.870495512,0.893477312,0.734096747,0.731681157,,1.312647793,1.860345507,0.458520876,0.289120593,0.000109467
244,1,0.878081818,0.861759966,0.884643444,0.726075719,0.723645343,,1.303204811,1.848491458,0.452399492,0.282397541,0.000102273
245,0,0.869416757,0.85314604,0.875931357,0.718172939,0.71572824,,1.293867967,1.836760964,0.446379769,0.275834978,0.0000956
246,0,0.860870847,0.844651572,0.8673389,0.710386217,0.707927646,,1.284635642,1.82515224,0.440459679,0.269428944,0.0000893
247,1,0.852441991,0.836274446,0.85886397,0.702713411,0.700241411,,1.275506247,1.813663534,0.43463724,0.263175584,0.0000834
248,1,0.844128136,0.828012594,0.850504509,0.695152427,0.692667432,,1.266478226,1.802293128,0.428910517,0.25707114,0.0000779
249,0,0.835927274,0.819863989,0.842258501,0.687701219,0.68520365,,1.257550051,1.791039334,0.423277619,0.251111951,0.0000728
250,0,0.827837439,0.81182665,0.834123974,0.680357783,0.677848055,,1.248720223,1.779900494,0.4177367,0.245294449,0.000068
251,1,0.819856706,0.803898635,0.826099,0.67312016,0.670598679,,1.239987271,1.768874982,0.412285956,0.239615159,0.0000636
252,1,0.811983191,0.796078048,0.818181687,0.665986435,0.663453598,,1.231349755,1.7579612,0.406923624,0.234070691,0.0000594
253,0,0.80421505,0.788363028,0.810370186,0.658954735,0.656410929,,1.222806257,1.747157578,0.401647981,0.228657746,0.0000555
254,0,0.796550479,0.780751756,0.802662686,0.652023224,0.649468829,,1.214355389,1.736462577,0.396457345,0.223373105,0.0000518
255,0,0.788987708,0.77324245,0.795057414,0.64519011,0.642625498,,1.205995788,1.725874683,0.391350071,0.218213632,0.0000484
256,0,0.781525007,0.765833367,0.787552632,0.638453637,0.635879172,,1.197726116,1.71539241,0.386324551,0.213176272,0.0000452
257,2,0.774160681,0.758522797,0.780146641,0.631812088,0.629228125,,1.189545061,1.705014297,0.381379214,0.208258047,0.0000423
258,0,0.766893069,0.751309068,0.772837775,0.625263782,0.622670669,,1.181451332,1.69473891,0.376512524,0.203456052,0.0000395
259,0,0.759720545,0.744190541,0.765624402,0.618807073,0.616205151,,1.173443665,1.68456484,0.371722979,0.198767458,0.0000369
260,0,0.752641516,0.737165613,0.758504924,0.612440352,0.609829954,,1.165520819,1.674490703,0.367009111,0.194189507,0.0000345
261,0,0.745654421,0.730232711,0.751477776,0.606162043,0.603543495,,1.157681572,1.664515138,0.362369486,0.18971951,0.0000322
262,0,0.738757732,0.723390296,0.744541425,0.599970602,0.597344223,,1.149924729,1.654636809,0.357802699,0.185354846,0.0000301
263,0,0.731949951,0.716636859,0.737694366,0.593864519,0.591230622,,1.142249112,1.644854402,0.353307378,0.181092961,0.0000281
264,1,0.72522961,0.709970923,0.730935128,0.587842315,0.585201205,,1.134653569,1.635166627,0.348882181,0.176931362,0.0000263
265,1,0.718595272,0.70339104,0.724262269,0.581902541,0.579254518,,1.127136963,1.625572214,0.344525795,0.172867623,0.0000245
266,0,0.712045526,0.69689579,0.717674373,0.576043781,0.573389136,,1.119698183,1.616069917,0.340236936,0.168899376,0.0000229
267,0,0.705578993,0.690483784,0.711170056,0.570264644,0.567603664,,1.112336134,1.606658509,0.336014349,0.165024312,0.0000214
268,1,0.699194317,0.684153658,0.70474796,0.564563772,0.561896736,,1.105049742,1.597336787,0.331856805,0.161240181,0.00002
269,0,0.692890172,0.677904078,0.698406751,0.558939831,0.556267014,,1.097837951,1.588103565,0.327763101,0.15754479,0.0000187
270,0,0.686665258,0.671733733,0.692145127,0.553391517,0.550713187,,1.090699724,1.578957679,0.323732062,0.153936,0.0000175
271,0,0.680518299,0.665641342,0.685961806,0.547917551,0.545233971,,1.083634044,1.569897984,0.319762538,0.150411723,0.0000163
272,0,0.674448045,0.659625646,0.679855535,0.542516682,0.539828107,,1.076639907,1.560923354,0.315853401,0.146969927,0.0000152
273,1,0.66845327,0.653685412,0.673825084,0.537187682,0.534494364,,1.069716332,1.552032682,0.312003551,0.143608629,0.0000142
274,1,0.662532772,0.64781943,0.667869247,0.531929349,0.529231534,,1.062862352,1.543224879,0.308211909,0.140325893,0.0000133
275,0,0.656685374,0.642026515,0.66198684,0.526740506,0.524038434,,1.056077017,1.534498875,0.304477419,0.137119834,0.0000124
276,0,0.650909918,0.636305505,0.656176705,0.521619997,0.518913904,,1.049359394,1.525853617,0.300799049,0.133988614,0.0000116
277,0,0.645205271,0.630655259,0.650437703,0.516566692,0.513856807,,1.042708565,1.517288069,0.297175787,0.130930438,0.0000109
278,0,0.639570323,0.625074659,0.644768719,0.511579482,0.508866031,,1.036123629,1.508801212,0.293606643,0.127943557,0.0000101
279,0,0.634003981,0.619562609,0.639168659,0.50665728,0.503940483,,1.029603699,1.500392044,0.290090649,0.125026265,0.00000948
280,0,0.628505176,0.614118032,0.633636448,0.501799021,0.499079093,,1.023147904,1.49205958,0.286626855,0.122176899,0.00000885
281,0,0.623072859,0.608739874,0.628171034,0.49700366,0.494280812,,1.016755387,1.483802849,0.283214332,0.119393835,0.00000827
282,2,0.617705999,0.6034271,0.622771383,0.492270174,0.489544613,,1.010425307,1.475620897,0.279852172,0.116675492,0.00000773
283,0,0.612403588,0.598178694,0.617436482,0.48759756,0.484869486,,1.004156835,1.467512786,0.276539482,0.114020325,0.00000722
284,0,0.607164633,0.59299366,0.612165336,0.482984832,0.480254444,,0.997949157,1.459477592,0.27327539,0.111426828,0.00000675
285,0,0.601988163,0.58787102,0.606956968,0.478431027,0.475698517,,0.991801473,1.451514405,0.270059042,0.108893534,0.0000063
286,0,0.596873221,0.582809815,0.60181042,0.473935197,0.471200755,,0.985712995,1.443622331,0.266889602,0.106419008,0.00000589
287,0,0.591818873,0.577809103,0.596724753,0.469496415,0.466760225,,0.979682949,1.43580049,0.263766248,0.104001854,0.0000055
288,0,0.586824198,0.572867962,0.591699043,0.465113771,0.462376013,,0.973710573,1.428048015,0.260688179,0.101640709,0.00000514
289,0,0.581888293,0.567985484,0.586732386,0.460786372,0.458047224,,0.96779512,1.420364053,0.257654608,0.099334242,0.0000048
290,1,0.577010274,0.56316078,0.581823891,0.456513342,0.453772976,,0.961935851,1.412747766,0.254664764,0.097081157,0.00000449
291,0,0.57218927,0.558392975,0.576972686,0.452293823,0.449552409,,0.956132043,1.405198326,0.251717891,0.094880187,0.00000419
292,0,0.567424429,0.553681214,0.572177915,0.448126972,0.445384675,,0.950382982,1.39771492,0.24881325,0.092730098,0.00000392
293,0,0.562714911,0.549024653,0.567438735,0.444011962,0.441268944,,0.944687968,1.390296748,0.245950117,0.090629685,0.00000366
294,0,0.558059895,0.544422467,0.562754322,0.439947983,0.437204401,,0.939046309,1.382943021,0.24312778,0.088577774,0.00000342
295,1,0.553458572,0.539873844,0.558123864,0.435934238,0.433190248,,0.933457329,1.375652962,0.240345543,0.086573217,0.00000319
296,0,0.548910148,0.535377989,0.553546565,0.431969948,0.4292257,,0.927920357,1.368425808,0.237602724,0.084614895,0.00000298
297,1,0.544413846,0.530934118,0.549021643,0.428054345,0.425309988,,0.922434739,1.361260807,0.234898654,0.082701718,0.00000279
298,0,0.539968899,0.526541464,0.544548329,0.424186678,0.421442356,,0.916999825,1.354157216,0.232232678,0.08083262,0.0000026
299,0,0.535574557,0.522199272,0.54012587,0.420366209,0.417622064,,0.911614981,1.347114306,0.229604152,0.079006563,0.00000243
300,0,0.531230081,0.517906802,0.535753525,0.416592214,0.413848384,,0.906279579,1.340131358,0.227012448,0.077222531,0.00000227
301,3,0.526934747,0.513663326,0.531430566,0.412863981,0.410120601,,0.900993003,1.333207666,0.224456947,0.075479536,0.00000212
302,0,0.522687842,0.50946813,0.527156277,0.409180814,0.406438016,,0.895754647,1.32634253,0.221937045,0.073776613,0.00000198
303,0,0.518488667,0.505320511,0.522929958,0.405542026,0.402799939,,0.890563912,1.319535265,0.219452146,0.072112819,0.00000185
304,1,0.514336535,0.501219781,0.518750918,0.401946945,0.399205697,,0.885420212,1.312785195,0.21700167,0.070487234,0.00000173
305,0,0.51023077,0.497165261,0.514618479,0.398394912,0.395654625,,0.880322966,1.306091652,0.214585046,0.068898962,0.00000162
306,0,0.50617071,0.493156287,0.510531975,0.394885278,0.392146073,,0.875271606,1.299453982,0.212201713,0.067347128,0.00000151
307,0,0.502155702,0.489192204,0.506490752,0.391417407,0.388679401,,0.870265571,1.292871535,0.209851123,0.065830876,0.00000141
308,1,0.498185106,0.485272371,0.502494167,0.387990672,0.385253983,,0.865304307,1.286343677,0.207532738,0.064349373,0.00000132
309,0,0.494258292,0.481396155,0.498541588,0.384604462,0.381869201,,0.860387272,1.279869779,0.205246029,0.062901806,0.00000123
310,0,0.490374643,0.477562938,0.494632394,0.381258173,0.37852445,,0.855513929,1.273449222,0.202990478,0.061487379,0.00000115
311,0,0.48653355,0.473772108,0.490765974,0.377951213,0.375219136,,0.850683752,1.267081398,0.200765579,0.060105319,0.00000108
312,0,0.482734416,0.470023068,0.48694173,0.374683001,0.371952675,,0.845896221,1.260765704,0.198570831,0.058754867,0.00000101
313,0,0.478976653,0.466315228,0.48315907,0.371452966,0.368724493,,0.841150824,1.254501551,0.196405747,0.057435287,0.00000094
314,1,0.475259685,0.46264801,0.479417416,0.368260547,0.365534028,,0.836447058,1.248288354,0.194269846,0.056145857,0.000000878
315,1,0.471582944,0.459020845,0.475716199,0.365105193,0.362380726,,0.831784428,1.242125538,0.192162658,0.054885874,0.00000082
316,0,0.467945872,0.455433173,0.472054857,0.361986362,0.359264044,,0.827162443,1.236012538,0.190083722,0.053654652,0.000000766
317,0,0.464347921,0.451884447,0.46843284,0.358903524,0.356183447,,0.822580624,1.229948794,0.188032584,0.052451519,0.000000716
318,0,0.460788551,0.448374124,0.464849607,0.355856155,0.353138411,,0.818038496,1.223933757,0.186008799,0.051275823,0.000000669
319,0,0.457267234,0.444901674,0.461304626,0.352843742,0.350128421,,0.813535591,1.217966883,0.184011932,0.050126924,0.000000625
320,0,0.453783446,0.441466575,0.457797373,0.349865781,0.34715297,,0.809071451,1.212047639,0.182041553,0.0490042,0.000000584
321,0,0.450336677,0.438068313,0.454327333,0.346921777,0.34421156,,0.804645621,1.206175495,0.180097244,0.047907041,0.000000546
322,0,0.446926421,0.434706383,0.450894001,0.344011242,0.341303703,,0.800257655,1.200349934,0.178178591,0.046834854,0.00000051
323,0,0.443552184,0.431380289,0.447496879,0.341133697,0.338428918,,0.795907112,1.194570442,0.17628519,0.045787059,0.000000476
324,0,0.440213478,0.428089543,0.444135477,0.338288673,0.335586732,,0.79159356,1.188836514,0.174416643,0.044763091,0.000000445
325,2,0.436909823,0.424833664,0.440809314,0.335475707,0.332776681,,0.787316572,1.183147652,0.17257256,0.043762395,0.000000416
326,0,0.433640748,0.42161218,0.437517916,0.332694344,0.32999831,,0.783075725,1.177503365,0.170752558,0.042784434,0.000000388
327,2,0.430405789,0.418424628,0.434260818,0.329944138,0.327251169,,0.778870606,1.171903168,0.168956261,0.04182868,0.000000363
328,2,0.42720449,0.415270549,0.431037561,0.32722465,0.324534818,,0.774700805,1.166346584,0.1671833,0.04089462,0.000000339
329,2,0.424036402,0.412149495,0.427847695,0.324535448,0.321848823,,0.770565919,1.160833141,0.165433314,0.039981751,0.000000317
330,0,0.420901084,0.409061023,0.424690776,0.321876109,0.319192759,,0.766465552,1.155362375,0.163705945,0.039089583,0.000000296
331,1,0.417798102,0.4060047,0.421566368,0.319246214,0.316566206,,0.762399312,1.149933828,0.162000844,0.038217638,0.000000276
332,0,0.414727027,0.402980096,0.418474042,0.316645354,0.313968754,,0.758366812,1.144547048,0.160317669,0.037365448,0.000000258
333,1,0.41168744,0.399986793,0.415413376,0.314073125,0.311399996,,0.754367673,1.139201589,0.158656082,0.036532558,0.000000241
334,0,0.408678927,0.397024374,0.412383954,0.311529131,0.308859535,,0.75040152,1.133897012,0.157015753,0.035718523,0.000000225
335,0,0.405701081,0.394092433,0.409385367,0.309012982,0.30634698,,0.746467983,1.128632883,0.155396356,0.034922906,0.000000211
336,0,0.402753501,0.39119057,0.406417213,0.306524295,0.303861945,,0.742566697,1.123408774,0.153797572,0.034145285,0.000000197
337,1,0.399835792,0.388318389,0.403479096,0.304062693,0.301404053,,0.738697304,1.118224263,0.152219088,0.033385244,0.000000184
338,0,0.396947568,0.385475503,0.400570627,0.301627804,0.298972929,,0.734859449,1.113078933,0.150660596,0.032642378,0.000000172
339,0,0.394088447,0.38266153,0.397691421,0.299219264,0.29656821,,0.731052784,1.107972375,0.149121794,0.031916292,0.000000161
340,1,0.391258052,0.379876094,0.394841101,0.296836714,0.294189534,,0.727276963,1.102904183,0.147602383,0.031206601,0.00000015
341,1,0.388456013,0.377118824,0.392019297,0.294479801,0.291836547,,0.723531646,1.097873957,0.146102073,0.030512927,0.00000014
342,0,0.385681967,0.374389357,0.389225642,0.292148179,0.2895089,,0.719816501,1.092881303,0.144620575,0.029834903,0.000000131
343,0,0.382935555,0.371687334,0.386459775,0.289841506,0.287206252,,0.716131195,1.087925831,0.14315761,0.029172168,0.000000122
344,1,0.380216425,0.369012403,0.383721344,0.287559446,0.284928265,,0.712475404,1.083007157,0.141712899,0.028524372,0.000000114
345,0,0.377524229,0.366364217,0.381009999,0.285301668,0.282674607,,0.708848806,1.078124902,0.14028617,0.027891173,0.000000107
346,0,0.374858624,0.363742433,0.378325396,0.283067848,0.280444951,,0.705251085,1.073278692,0.138877157,0.027272235,9.97E-08
347,1,0.372219276,0.361146714,0.375667197,0.280857666,0.278238978,,0.701681928,1.068468158,0.137485596,0.026667231,9.32E-08
348,0,0.369605851,0.358576731,0.37303507,0.278670806,0.27605637,,0.698141027,1.063692936,0.13611123,0.026075843,8.71E-08
349,0,0.367018025,0.356032156,0.370428686,0.276506959,0.273896817,,0.694628078,1.058952666,0.134753804,0.025497759,8.13E-08
350,0,0.364455475,0.353512668,0.367847723,0.274365822,0.271760013,,0.691142781,1.054246993,0.13341307,0.024932674,0.000000076
351,0,0.361917885,0.351017952,0.365291863,0.272247092,0.269645658,,0.687684841,1.049575567,0.132088782,0.024380291,0.000000071
352,0,0.359404943,0.348547695,0.362760793,0.270150476,0.267553455,,0.684253966,1.044938042,0.1307807,0.02384032,6.63E-08
353,0,0.356916344,0.346101591,0.360254205,0.268075684,0.265483112,,0.680849868,1.040334078,0.129488586,0.023312476,0.000000062
354,0,0.354451783,0.343679339,0.357771794,0.266022428,0.263434342,,0.677472263,1.035763336,0.128212208,0.022796484,5.79E-08
355,0,0.352010965,0.34128064,0.355313263,0.263990429,0.261406864,,0.674120871,1.031225484,0.126951337,0.022292071,5.41E-08
